latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-28.43585205078125,114.54545593261719,71.0,28800,Australia/Perth,GMT+8

time,wind_speed_10m (m/s),wind_direction_10m (deg),temperature_2m (C),surface_pressure (hPa),relative_humidity_2m (percent),shortwave_radiation (W/m**2),direct_normal_irradiance (W/m**2),diffuse_radiation (W/m**2),dew_point_2m (C),snow_depth (m),rain (mm),albedo (percent)
2024-01-25 13:00:00,9.178781,172.48795,20.6,1004.67633,73.044495,0.0,0.0,0.0,15.6,0.0,0.0,
2024-01-25 14:00:00,9.124144,170.53775,20.3,1004.767,77.81093,0.0,0.0,0.0,16.3,0.0,0.0,
2024-01-25 15:00:00,8.732124,166.75948,19.95,1004.658,82.60376,0.0,0.0,0.0,16.9,0.0,0.0,
2024-01-25 16:00:00,7.558439,162.28412,19.7,1004.35364,83.36357,0.0,0.0,0.0,16.8,0.0,0.0,
2024-01-25 17:00:00,6.35059,153.8385,19.6,1004.44995,79.718895,0.0,0.0,0.0,16.0,0.0,0.0,
2024-01-25 18:00:00,5.333854,149.589,19.5,1004.2487,74.513405,0.0,0.0,0.0,14.85,0.0,0.0,
2024-01-25 19:00:00,3.8587563,148.78166,19.35,1004.2443,69.5924,0.0,0.0,0.0,13.65,0.0,0.0,
2024-01-25 20:00:00,3.2449963,146.3099,19.2,1004.1408,64.736916,0.0,0.0,0.0,12.4,0.0,0.0,
2024-01-25 21:00:00,3.2649655,139.9698,19.85,1004.35767,53.566338,0.0,0.0,0.0,10.15,0.0,0.0,
2024-01-25 22:00:00,3.0,126.86998,20.75,1004.58154,41.083855,1.0,0.0,1.0,7.05,0.0,0.0,
2024-01-25 23:00:00,4.1761227,106.699326,24.3,1004.97784,35.69427,96.0,391.65698,39.0,8.15,0.0,0.0,
2024-01-26 00:00:00,5.0447993,103.76081,27.15,1005.25385,46.947033,313.0,668.39966,76.0,14.85,0.0,0.0,
2024-01-26 01:00:00,4.4922156,106.821495,28.95,1004.9055,42.543972,543.0,805.7141,95.0,14.95,0.0,0.0,
2024-01-26 02:00:00,4.4384685,104.349365,31.2,1004.568,34.821278,754.0,886.16425,107.0,13.85,0.0,0.0,
2024-01-26 03:00:00,4.0249224,116.56499,32.9,1004.31476,29.43812,922.0,932.98883,115.0,12.75,0.0,0.0,
2024-01-26 04:00:00,3.8999999,157.3801,33.65,1003.73914,26.429623,1031.0,957.5575,120.0,11.75,0.0,0.0,
2024-01-26 05:00:00,7.6243033,196.7713,31.95,1003.1989,36.291584,1071.0,966.99066,120.0,15.15,0.0,0.0,
2024-01-26 06:00:00,8.852683,193.72232,30.45,1002.86206,40.686146,1041.0,961.4006,119.0,15.6,0.0,0.0,
2024-01-26 07:00:00,9.198369,191.92072,29.55,1002.4413,40.699417,943.0,941.2365,115.0,14.8,0.0,0.0,
2024-01-26 08:00:00,8.814193,183.25188,28.7,1002.41864,43.723633,782.0,897.60767,108.0,15.15,0.0,0.0,
2024-01-26 09:00:00,8.700575,180.65852,27.95,1002.498,47.01104,579.0,829.0997,97.0,15.6,0.0,0.0,
2024-01-26 10:00:00,8.273452,172.35968,25.55,1002.82996,53.453453,346.0,700.39734,78.0,15.4,0.0,0.0,
2024-01-26 11:00:00,7.1021123,170.27249,24.1,1003.28625,59.799107,122.0,451.64545,46.0,15.8,0.0,0.0,
2024-01-26 12:00:00,6.6940274,166.17133,22.85,1003.6484,63.25481,4.0,19.50971,3.0,15.5,0.0,0.0,
2024-01-26 13:00:00,6.7720013,163.70589,21.7,1004.01294,66.12053,0.0,0.0,0.0,15.1,0.0,0.0,
2024-01-26 14:00:00,6.47611,166.60748,21.3,1004.29944,70.41764,0.0,0.0,0.0,15.7,0.0,0.0,
2024-01-26 15:00:00,5.440588,162.89719,20.95,1003.9922,73.80916,0.0,0.0,0.0,16.1,0.0,0.0,
2024-01-26 16:00:00,3.8832977,145.49142,20.65,1003.6861,74.706154,0.0,0.0,0.0,16.0,0.0,0.0,
2024-01-26 17:00:00,2.9206164,128.04709,20.7,1002.9931,66.98549,0.0,0.0,0.0,14.35,0.0,0.0,
2024-01-26 18:00:00,3.733631,110.37652,22.4,1002.3464,44.148376,0.0,0.0,0.0,9.6,0.0,0.0,
2024-01-26 19:00:00,5.2038445,92.20255,24.5,1001.9086,27.046812,0.0,0.0,0.0,4.3,0.0,0.0,
2024-01-26 20:00:00,5.124451,84.40076,24.35,1001.8051,26.722868,0.0,0.0,0.0,4.0,0.0,0.0,
2024-01-26 21:00:00,5.188449,62.447273,23.6,1001.983,39.832165,0.0,0.0,0.0,9.15,0.0,0.0,
2024-01-26 22:00:00,5.4708314,59.215923,23.1,1002.36584,55.291954,1.0,0.0,1.0,13.65,0.0,0.0,
2024-01-26 23:00:00,4.837354,60.255207,24.45,1002.89886,52.31904,95.0,395.15378,38.0,14.05,0.0,0.0,
2024-01-27 00:00:00,5.011986,61.389645,27.0,1003.3653,42.41942,315.0,678.8012,76.0,13.15,0.0,0.0,
2024-01-27 01:00:00,3.2202485,64.23073,29.95,1002.94794,31.644688,550.0,821.41644,95.0,11.3,0.0,0.0,
2024-01-27 02:00:00,2.5495098,78.6901,31.9,1002.8009,24.857437,762.0,900.61145,106.0,9.35,0.0,0.0,
2024-01-27 03:00:00,1.2727922,135.0001,32.7,1002.12714,21.686398,930.0,944.86774,114.0,8.0,0.0,0.0,
2024-01-27 04:00:00,3.7443287,214.11452,33.2,1001.5447,25.367292,1040.0,970.1647,118.0,10.75,0.0,0.0,
2024-01-27 05:00:00,6.1846585,219.09386,31.65,1000.9093,35.97612,1081.0,977.9216,120.0,14.75,0.0,0.0,
2024-01-27 06:00:00,6.300793,215.9606,31.2,1000.4013,35.967674,1049.0,970.34375,119.0,14.35,0.0,0.0,
2024-01-27 07:00:00,6.140033,210.32352,30.2,1000.07764,37.715885,947.0,947.4783,114.0,14.2,0.0,0.0,
2024-01-27 08:00:00,5.8137765,206.56499,29.7,999.56836,40.219368,789.0,908.9209,107.0,14.75,0.0,0.0,
2024-01-27 09:00:00,5.5470715,207.95087,28.2,999.4294,46.035233,584.0,840.38837,96.0,15.5,0.0,0.0,
2024-01-27 10:00:00,3.6878178,192.5288,27.15,999.79803,49.579945,349.0,709.88196,78.0,15.7,0.0,0.0,
2024-01-27 11:00:00,3.5128336,184.899,25.75,1000.0579,55.772415,122.0,460.82037,45.0,16.25,0.0,0.0,
2024-01-27 12:00:00,3.733631,172.30405,24.8,1000.42896,56.43469,4.0,19.753641,3.0,15.55,0.0,0.0,
2024-01-27 13:00:00,3.6055512,183.17976,23.5,1000.69073,63.803486,0.0,0.0,0.0,16.25,0.0,0.0,
2024-01-27 14:00:00,3.522783,173.4803,22.85,1001.16876,68.939926,0.0,0.0,0.0,16.85,0.0,0.0,
2024-01-27 15:00:00,3.324154,173.08887,22.15,1001.05005,70.13022,0.0,0.0,0.0,16.45,0.0,0.0,
2024-01-27 16:00:00,3.0083218,158.5522,21.45,1000.93146,71.35146,0.0,0.0,0.0,16.05,0.0,0.0,
2024-01-27 17:00:00,2.8231187,157.06787,20.85,1000.61725,71.69878,0.0,0.0,0.0,15.55,0.0,0.0,
2024-01-27 18:00:00,2.9120438,164.05453,20.45,1000.50684,72.551315,0.0,0.0,0.0,15.35,0.0,0.0,
2024-01-27 19:00:00,2.376973,157.75093,19.8,1000.5878,78.48472,0.0,0.0,0.0,15.95,0.0,0.0,
2024-01-27 20:00:00,2.0248458,147.09476,19.1,1000.5677,81.97571,0.0,0.0,0.0,15.95,0.0,0.0,
2024-01-27 21:00:00,1.7492856,149.03632,18.35,1000.74457,83.74068,0.0,0.0,0.0,15.55,0.0,0.0,
2024-01-27 22:00:00,1.8384776,157.61983,17.7,1001.32117,86.12124,1.0,0.0,1.0,15.35,0.0,0.0,
2024-01-27 23:00:00,2.5317976,170.9098,20.6,1001.9985,72.34583,92.0,384.71545,37.0,15.45,0.0,0.0,
2024-01-28 00:00:00,3.3015149,181.73567,22.75,1002.5545,66.33932,310.0,672.1782,75.0,16.15,0.0,0.0,
2024-01-28 01:00:00,2.6076808,184.39862,24.75,1003.30383,57.332752,545.0,817.2993,94.0,15.75,0.0,0.0,
2024-01-28 02:00:00,6.7542577,205.42683,24.5,1003.7933,67.756065,756.0,893.11163,107.0,18.15,0.0,0.0,
2024-01-28 03:00:00,7.9075913,193.15755,24.6,1003.99414,61.459435,914.0,917.36487,123.0,16.7,0.0,0.0,
2024-01-28 04:00:00,8.041144,190.75092,25.3,1003.815,56.37698,1024.0,944.89905,127.0,16.0,0.0,0.0,
2024-01-28 05:00:00,7.5504966,191.45872,25.85,1003.4332,52.007706,1065.0,953.25806,129.0,15.25,0.0,0.0,
2024-01-28 06:00:00,7.324616,194.226,25.7,1003.13165,55.58262,1041.0,960.5516,121.0,16.15,0.0,0.0,
2024-01-28 07:00:00,7.495332,193.1092,25.1,1002.81775,55.611668,943.0,941.27014,116.0,15.6,0.0,0.0,
2024-01-28 08:00:00,7.5504966,191.45872,24.35,1002.797,59.097862,784.0,901.6593,108.0,15.85,0.0,0.0,
2024-01-28 09:00:00,7.2993145,189.46225,23.6,1002.7765,63.420082,578.0,829.40015,97.0,16.25,0.0,0.0,
2024-01-28 10:00:00,7.125307,184.83034,22.55,1002.9459,67.794304,345.0,698.56036,79.0,16.3,0.0,0.0,
2024-01-28 11:00:00,6.7007456,179.14493,21.35,1003.3089,74.822464,120.0,446.25067,46.0,16.7,0.0,0.0,
2024-01-28 12:00:00,5.821512,175.07298,20.9,1004.08984,76.18857,3.0,20.022364,2.0,16.55,0.0,0.0,
2024-01-28 13:00:00,6.264982,171.74065,20.55,1004.17926,77.354774,0.0,0.0,0.0,16.45,0.0,0.0,
2024-01-28 14:00:00,6.760177,172.34944,20.35,1004.37195,81.61302,0.0,0.0,0.0,17.1,0.0,0.0,
2024-01-28 15:00:00,6.2169123,168.87085,20.0,1004.26263,85.80382,0.0,0.0,0.0,17.55,0.0,0.0,
2024-01-28 16:00:00,6.20967,165.06853,19.6,1004.1524,88.794266,0.0,0.0,0.0,17.7,0.0,0.0,
2024-01-28 17:00:00,6.484597,162.96214,19.4,1003.849,85.47213,0.0,0.0,0.0,16.9,0.0,0.0,
2024-01-28 18:00:00,6.5787535,160.46326,19.2,1003.7441,82.77629,0.0,0.0,0.0,16.2,0.0,0.0,
2024-01-28 19:00:00,6.6309876,156.91484,18.9,1003.73553,82.476326,0.0,0.0,0.0,15.85,0.0,0.0,
2024-01-28 20:00:00,5.8137765,153.43501,18.6,1003.92535,81.38935,0.0,0.0,0.0,15.35,0.0,0.0,
2024-01-28 21:00:00,5.1429563,153.43501,18.25,1004.4112,80.56252,0.0,0.0,0.0,14.85,0.0,0.0,
2024-01-28 22:00:00,4.830114,152.90453,18.05,1004.90137,81.31827,1.0,0.0,1.0,14.8,0.0,0.0,
2024-01-28 23:00:00,4.2059484,151.60707,19.25,1005.7291,75.19516,86.0,338.78516,38.0,14.75,0.0,0.0,
2024-01-29 00:00:00,4.215448,157.69374,21.25,1005.98395,65.60146,295.0,616.4716,81.0,14.55,0.0,0.0,
2024-01-29 01:00:00,2.7784889,149.74365,24.05,1005.56604,50.707455,539.0,807.68506,95.0,13.2,0.0,0.0,
2024-01-29 02:00:00,2.5495098,191.30989,26.55,1005.33685,43.41569,753.0,893.8544,105.0,13.1,0.0,0.0,
2024-01-29 03:00:00,4.770744,213.02386,27.05,1005.152,47.9892,920.0,935.08826,115.0,15.1,0.0,0.0,
2024-01-29 04:00:00,6.242595,215.21768,26.25,1004.6343,55.718437,1028.0,957.5637,120.0,16.7,0.0,0.0,
2024-01-29 05:00:00,7.068239,205.1148,25.85,1004.5244,53.87311,1066.0,963.24255,121.0,15.8,0.0,0.0,
2024-01-29 06:00:00,7.4094534,201.37068,26.8,1004.35156,47.76831,1035.0,956.0163,120.0,14.8,0.0,0.0,
2024-01-29 07:00:00,7.18401,196.16457,26.8,1003.9548,46.85277,938.0,937.39404,115.0,14.5,0.0,0.0,
2024-01-29 08:00:00,7.3979726,193.28488,26.45,1003.6477,51.499237,779.0,895.8043,108.0,15.65,0.0,0.0,
2024-01-29 09:00:00,7.8230433,184.39862,24.95,1003.7063,59.61724,573.0,823.6737,96.0,16.55,0.0,0.0,
2024-01-29 10:00:00,7.6006575,180.75383,23.85,1003.7752,65.52161,341.0,689.96533,79.0,17.0,0.0,0.0,
2024-01-29 11:00:00,6.648308,173.08887,22.25,1004.12756,74.26475,117.0,443.84302,44.0,17.45,0.0,0.0,
2024-01-29 12:00:00,6.477654,171.11942,21.3,1004.597,76.01051,3.0,20.31446,2.0,16.9,0.0,0.0,
2024-01-29 13:00:00,7.1021123,170.27249,20.75,1005.27576,77.63122,0.0,0.0,0.0,16.7,0.0,0.0,
2024-01-29 14:00:00,8.178631,168.00313,20.65,1005.37213,76.63529,0.0,0.0,0.0,16.4,0.0,0.0,
2024-01-29 15:00:00,7.472616,164.47583,20.25,1005.26166,80.82819,0.0,0.0,0.0,16.85,0.0,0.0,
2024-01-29 16:00:00,5.8821764,162.18102,20.15,1005.2588,78.53564,0.0,0.0,0.0,16.3,0.0,0.0,
2024-01-29 17:00:00,4.7434163,161.56496,20.0,1004.7585,75.0774,0.0,0.0,0.0,15.45,0.0,0.0,
2024-01-29 18:00:00,4.237924,160.70985,19.75,1004.454,74.55546,0.0,0.0,0.0,15.1,0.0,0.0,
2024-01-29 19:00:00,3.992493,157.93205,19.5,1004.4471,73.79655,0.0,0.0,0.0,14.7,0.0,0.0,
2024-01-29 20:00:00,3.9812057,154.72232,19.35,1004.34357,72.35404,0.0,0.0,0.0,14.25,0.0,0.0,
2024-01-29 21:00:00,3.4132097,148.17259,19.25,1004.53906,68.67282,0.0,0.0,0.0,13.35,0.0,0.0,
2024-01-29 22:00:00,3.0610456,141.63248,19.45,1004.8423,59.672253,0.0,0.0,0.0,11.4,0.0,0.0,
2024-01-29 23:00:00,3.4205263,142.12495,22.55,1005.42554,40.074677,87.0,363.22403,36.0,8.3,0.0,0.0,
2024-01-30 00:00:00,2.720294,162.89719,26.9,1005.54474,27.140327,304.0,664.3906,75.0,6.4,0.0,0.0,
2024-01-30 01:00:00,3.1016126,159.22766,30.75,1005.35004,23.016182,536.0,808.9415,93.0,7.25,0.0,0.0,
2024-01-30 02:00:00,3.324154,173.08887,33.9,1005.1344,20.274654,748.0,887.6861,106.0,8.0,0.0,0.0,
2024-01-30 03:00:00,4.2720017,196.31393,35.05,1004.6679,23.496752,914.0,931.9358,113.0,11.15,0.0,0.0,
2024-01-30 04:00:00,5.239275,203.6294,34.95,1003.77246,28.389248,1022.0,954.4414,118.0,13.95,0.0,0.0,
2024-01-30 05:00:00,6.2241464,203.6821,34.8,1003.17334,30.833012,1062.0,962.0554,119.0,15.1,0.0,0.0,
2024-01-30 06:00:00,7.937884,199.11981,34.7,1002.6748,31.40551,1032.0,954.65796,119.0,15.3,0.0,0.0,
2024-01-30 07:00:00,8.417244,189.57416,34.25,1002.26636,29.419744,932.0,933.5752,113.0,13.9,0.0,0.0,
2024-01-30 08:00:00,7.406079,182.32149,33.5,1001.9495,31.996649,779.0,904.7219,102.0,14.55,0.0,0.0,
2024-01-30 09:00:00,7.1028166,181.61351,31.75,1002.00305,39.88661,580.0,840.52527,94.0,16.45,0.0,0.0,
2024-01-30 10:00:00,6.61211,176.53185,29.7,1002.6437,41.93584,335.0,678.83203,78.0,15.4,0.0,0.0,
2024-01-30 11:00:00,5.5731497,189.29323,28.05,1003.0957,45.847412,111.0,404.82654,45.0,15.3,0.0,0.0,
2024-01-30 12:00:00,5.508176,183.12207,26.3,1003.5445,51.79112,3.0,20.632933,2.0,15.6,0.0,0.0,
2024-01-30 13:00:00,6.2968245,169.93938,25.85,1004.1276,49.395805,0.0,0.0,0.0,14.45,0.0,0.0,
2024-01-30 14:00:00,5.491812,169.50858,25.5,1004.41547,51.583954,0.0,0.0,0.0,14.8,0.0,0.0,
2024-01-30 15:00:00,4.8270073,166.82744,25.2,1004.3081,52.85178,0.0,0.0,0.0,14.9,0.0,0.0,
2024-01-30 16:00:00,4.2201896,166.29301,24.85,1004.00104,53.966057,0.0,0.0,0.0,14.9,0.0,0.0,
2024-01-30 17:00:00,3.905125,166.67546,24.65,1003.4005,53.052357,0.0,0.0,0.0,14.45,0.0,0.0,
2024-01-30 18:00:00,3.4481878,163.14153,24.3,1003.2916,52.450096,0.0,0.0,0.0,13.95,0.0,0.0,
2024-01-30 19:00:00,2.863564,155.22488,24.1,1003.28625,49.574467,0.0,0.0,0.0,12.9,0.0,0.0,
2024-01-30 20:00:00,2.3600848,143.61555,24.35,1003.3921,42.240185,0.0,0.0,0.0,10.7,0.0,0.0,
2024-01-30 21:00:00,2.4698179,111.3707,25.35,1003.5186,32.40434,0.0,0.0,0.0,7.65,0.0,0.0,
2024-01-30 22:00:00,2.9732137,70.346085,27.7,1004.0782,28.794434,0.0,0.0,0.0,7.95,0.0,0.0,
2024-01-30 23:00:00,4.3382025,64.025665,31.55,1004.9743,24.93289,84.0,352.15152,35.0,9.1,0.0,0.0,
2024-01-31 00:00:00,4.9658837,64.98315,34.85,1005.3574,21.641638,296.0,651.6041,73.0,9.75,0.0,0.0,
2024-01-31 01:00:00,4.3908997,59.93151,37.25,1005.1209,20.140762,527.0,797.3597,92.0,10.65,0.0,0.0,
2024-01-31 02:00:00,3.8275318,56.725105,39.5,1004.8797,17.248024,737.0,877.32544,104.0,10.15,0.0,0.0,
2024-01-31 03:00:00,2.641969,60.524208,40.6,1004.7083,15.310637,904.0,921.7882,113.0,9.25,0.0,0.0,
2024-01-31 04:00:00,1.8248286,189.46225,40.8,1003.9195,16.252996,1013.0,946.04614,118.0,10.3,0.0,0.0,
2024-01-31 05:00:00,4.838388,198.06056,39.7,1003.5947,23.301754,1053.0,953.75037,119.0,14.9,0.0,0.0,
2024-01-31 06:00:00,5.9774575,197.52565,38.75,1003.17395,26.56767,960.0,828.813,168.0,16.15,0.0,0.0,
2024-01-31 07:00:00,6.4132676,190.78426,36.2,1002.9113,31.013971,579.0,284.07816,330.0,16.4,0.0,0.0,
2024-01-31 08:00:00,6.576473,188.74608,36.05,1002.60986,29.241499,643.0,533.7978,244.0,15.35,0.0,0.0,
2024-01-31 09:00:00,6.600757,179.13197,34.8,1002.37964,28.257183,543.0,748.4045,111.0,13.75,0.0,0.0,
2024-01-31 10:00:00,6.551336,167.66092,32.95,1002.7287,32.57608,339.0,694.28033,77.0,14.35,0.0,0.0,
2024-01-31 11:00:00,5.903389,169.26115,31.0,1003.37256,40.19089,114.0,439.61032,43.0,15.9,0.0,0.0,
2024-01-31 12:00:00,7.242237,162.31552,29.4,1003.9255,42.25869,3.0,0.0,3.0,15.25,0.0,0.0,
2024-01-31 13:00:00,6.1741395,155.09526,28.45,1004.0984,42.543686,0.0,0.0,0.0,14.5,0.0,0.0,
2024-01-31 14:00:00,3.51141,160.0168,27.9,1004.5795,45.07616,0.0,0.0,0.0,14.9,0.0,0.0,
2024-01-31 15:00:00,1.7720045,163.61038,26.8,1004.35156,47.00428,0.0,0.0,0.0,14.55,0.0,0.0,
2024-01-31 16:00:00,2.3194828,172.56868,26.65,1003.7526,45.91199,0.0,0.0,0.0,14.05,0.0,0.0,
2024-01-31 17:00:00,2.6832817,153.43501,26.6,1003.1559,43.999626,0.0,0.0,0.0,13.35,0.0,0.0,
2024-01-31 18:00:00,2.2627418,135.0001,25.9,1002.74023,40.613533,0.0,0.0,0.0,11.5,0.0,0.0,
2024-01-31 19:00:00,3.0232434,124.21575,25.7,1002.4373,30.56744,0.0,0.0,0.0,7.1,0.0,0.0,
2024-01-31 20:00:00,2.751363,109.09359,26.35,1002.65326,23.726313,0.0,0.0,0.0,4.0,0.0,0.0,
2024-01-31 21:00:00,4.002499,77.00539,29.0,1003.022,18.085268,0.0,0.0,0.0,2.35,0.0,0.0,
2024-01-31 22:00:00,5.412947,64.855255,30.5,1003.35925,16.47155,0.0,0.0,0.0,2.25,0.0,0.0,
2024-01-31 23:00:00,6.664083,64.204025,32.1,1003.9964,17.440748,83.0,355.35446,34.0,4.35,0.0,0.0,
2024-02-01 00:00:00,6.88767,64.17907,35.6,1004.1859,16.479378,300.0,665.07983,74.0,6.35,0.0,0.0,
2024-02-01 01:00:00,7.5802374,59.03632,38.35,1003.8588,19.419281,534.0,811.4278,93.0,11.0,0.0,0.0,
2024-02-01 02:00:00,7.640026,52.98003,41.3,1003.73334,15.722024,747.0,891.91626,105.0,10.2,0.0,0.0,
2024-02-01 03:00:00,6.9065185,55.6196,43.35,1003.38635,10.648402,916.0,936.12646,114.0,6.05,0.0,0.0,
2024-02-01 04:00:00,4.9396358,68.62931,44.7,1002.7245,8.279973,1025.0,959.8745,118.0,3.45,0.0,0.0,
2024-02-01 05:00:00,3.4058774,86.63361,45.3,1002.04425,7.5857825,1069.0,969.99335,120.0,2.65,0.0,0.0,
2024-02-01 06:00:00,3.7013512,181.54813,42.9,1001.39075,10.531382,1041.0,966.7393,118.0,5.55,0.0,0.0,
2024-02-01 07:00:00,6.306346,194.69736,39.7,1001.21326,22.272175,942.0,945.52295,114.0,14.2,0.0,0.0,
2024-02-01 08:00:00,7.093659,201.5015,38.9,1000.79626,21.434778,780.0,901.44305,107.0,12.95,0.0,0.0,
2024-02-01 09:00:00,5.6293874,192.308,36.5,1000.5379,24.262146,572.0,827.8861,95.0,12.85,0.0,0.0,
2024-02-01 10:00:00,2.720294,197.10281,34.0,1000.8709,30.615913,338.0,694.0335,77.0,14.3,0.0,0.0,
2024-02-01 11:00:00,1.5033296,176.186,31.8,1001.3099,36.7192,115.0,450.2963,43.0,15.2,0.0,0.0,
2024-02-01 12:00:00,4.4922156,163.17851,31.6,1001.99927,34.259624,3.0,21.357073,2.0,13.95,0.0,0.0,
2024-02-01 13:00:00,7.430343,151.02039,31.6,1002.1977,28.324522,0.0,0.0,0.0,11.05,0.0,0.0,
2024-02-01 14:00:00,6.0901566,150.4886,30.45,1002.4652,30.954,0.0,0.0,0.0,11.4,0.0,0.0,
2024-02-01 15:00:00,4.9658837,154.98314,30.35,1002.16473,29.325874,0.0,0.0,0.0,10.5,0.0,0.0,
2024-02-01 16:00:00,5.1971145,149.98172,32.0,1001.8113,20.50216,0.0,0.0,0.0,6.6,0.0,0.0,
2024-02-01 17:00:00,5.1739736,138.91835,32.4,1001.524,20.39071,0.0,0.0,0.0,6.85,0.0,0.0,
2024-02-01 18:00:00,4.6690474,133.26433,32.0,1001.31525,20.714506,0.0,0.0,0.0,6.75,0.0,0.0,
2024-02-01 19:00:00,4.8259716,124.019394,31.3,1001.1978,21.628368,0.0,0.0,0.0,6.8,0.0,0.0,
2024-02-01 20:00:00,4.830114,117.095474,30.9,1000.8895,21.60128,0.0,0.0,0.0,6.45,0.0,0.0,
2024-02-01 21:00:00,4.5122056,102.80426,30.4,1001.075,21.033457,0.0,0.0,0.0,5.65,0.0,0.0,
2024-02-01 22:00:00,4.6389656,97.43131,30.2,1001.3674,20.407923,0.0,0.0,0.0,5.05,0.0,0.0,
2024-02-01 23:00:00,5.5145264,94.15957,31.8,1002.0044,18.052486,81.0,351.265,33.0,4.6,0.0,0.0,
2024-02-02 00:00:00,5.5036354,87.91749,35.15,1001.9916,13.706123,300.0,672.7746,73.0,3.35,0.0,0.0,
2024-02-02 01:00:00,4.2755113,79.21575,39.45,1001.207,9.438215,536.0,820.036,92.0,1.4,0.0,0.0,
2024-02-02 02:00:00,3.4539833,67.8905,41.8,1000.96704,10.966726,748.0,895.426,105.0,5.3,0.0,0.0,
2024-02-02 03:00:00,1.9235383,81.02746,42.55,1000.29065,9.695092,914.0,935.3178,114.0,4.1,0.0,0.0,
2024-02-02 04:00:00,3.6674242,205.8663,42.4,999.39404,13.143339,1019.0,949.38464,123.0,8.4,0.0,0.0,
2024-02-02 05:00:00,6.2769423,210.65059,40.1,998.84155,19.90184,960.0,746.88763,230.0,12.8,0.0,0.0,
2024-02-02 06:00:00,7.9924965,211.70139,37.15,998.37134,23.186035,816.0,539.89996,301.0,12.7,0.0,0.0,
2024-02-02 07:00:00,6.6730804,199.24962,35.5,998.13116,26.227196,773.0,563.53754,280.0,13.2,0.0,0.0,
2024-02-02 08:00:00,4.464303,195.59286,35.7,998.03705,25.939384,765.0,875.7877,112.0,13.2,0.0,0.0,
2024-02-02 09:00:00,4.909175,183.50346,34.35,997.80414,29.734343,566.0,808.6644,101.0,14.15,0.0,0.0,
2024-02-02 10:00:00,6.5490456,172.9836,31.85,998.1364,38.91045,341.0,707.2932,76.0,16.15,0.0,0.0,
2024-02-02 11:00:00,6.676077,163.46509,30.5,998.59735,37.193127,113.0,442.4966,43.0,14.25,0.0,0.0,
2024-02-02 12:00:00,7.8771825,159.95467,29.35,999.1623,38.467773,2.0,0.0,2.0,13.75,0.0,0.0,
2024-02-02 13:00:00,7.4946647,161.3232,30.75,999.29846,26.627892,0.0,0.0,0.0,9.4,0.0,0.0,
2024-02-02 14:00:00,6.20967,165.06853,28.5,999.8341,40.016735,0.0,0.0,0.0,13.6,0.0,0.0,
2024-02-02 15:00:00,5.021952,167.34744,26.75,1000.08484,49.47454,0.0,0.0,0.0,15.3,0.0,0.0,
2024-02-02 16:00:00,4.368066,164.05453,25.55,1000.0526,55.015854,0.0,0.0,0.0,15.85,0.0,0.0,
2024-02-02 17:00:00,3.1953092,159.86362,24.9,999.63794,55.56207,0.0,0.0,0.0,15.4,0.0,0.0,
2024-02-02 18:00:00,2.529822,161.56496,24.3,999.62164,55.591618,0.0,0.0,0.0,14.85,0.0,0.0,
2024-02-02 19:00:00,3.1575305,169.04597,23.8,999.4094,58.028095,0.0,0.0,0.0,15.05,0.0,0.0,
2024-02-02 20:00:00,3.2572994,162.12122,23.2,999.5915,62.127945,0.0,0.0,0.0,15.55,0.0,0.0,
2024-02-02 21:00:00,3.1016126,159.22766,22.75,999.9757,65.08094,0.0,0.0,0.0,15.85,0.0,0.0,
2024-02-02 22:00:00,2.863564,155.22488,22.3,1000.26074,66.2458,0.0,0.0,0.0,15.7,0.0,0.0,
2024-02-02 23:00:00,3.1064448,146.82147,23.9,1000.50336,58.802452,79.0,347.08267,32.0,15.35,0.0,0.0,
2024-02-03 00:00:00,3.4234486,186.70975,26.45,1000.87024,52.496567,295.0,662.6481,73.0,15.95,0.0,0.0,
2024-02-03 01:00:00,5.5226803,185.19434,27.05,1000.29144,63.17907,529.0,810.162,92.0,19.45,0.0,0.0,
2024-02-03 02:00:00,5.9841456,189.61966,28.75,1000.13855,55.28529,740.0,887.7897,104.0,18.9,0.0,0.0,
2024-02-03 03:00:00,7.203471,193.65044,29.2,1000.0513,53.528267,908.0,932.17957,112.0,18.8,0.0,0.0,
2024-02-03 04:00:00,8.188407,188.42688,28.6,1000.1345,57.712597,1017.0,954.8105,117.0,19.45,0.0,0.0,
2024-02-03 05:00:00,7.7103825,189.70659,29.75,999.5697,53.167084,1059.0,961.7169,120.0,19.2,0.0,0.0,
2024-02-03 06:00:00,8.302409,189.00842,28.7,999.145,56.845745,1031.0,958.0806,118.0,19.3,0.0,0.0,
2024-02-03 07:00:00,8.747571,190.53912,27.85,998.8249,60.663956,932.0,937.1958,113.0,19.55,0.0,0.0,
2024-02-03 08:00:00,9.334346,184.91647,26.2,999.2767,65.80606,763.0,862.252,121.0,19.3,0.0,0.0,
2024-02-03 09:00:00,9.3085985,182.46277,25.35,999.4517,69.422485,563.0,812.1559,97.0,19.35,0.0,0.0,
2024-02-03 10:00:00,9.408506,182.4366,23.55,999.9979,78.53258,329.0,664.57935,81.0,19.6,0.0,0.0,
2024-02-03 11:00:00,9.8,180.0,22.1,1000.4538,83.63891,107.0,402.85913,44.0,19.2,0.0,0.0,
